timeStamp,elapsed,label,responseCode,responseMessage,success,bytes,sentBytes,URL,Latency,Connect
1748815169253,422,Get all products,200,OK,true,2163,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,422,197
1748815169365,380,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,380,178
1748815169454,383,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,383,181
1748815169553,387,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,386,176
1748815169653,387,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,387,184
1748815169754,381,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,381,182
1748815169953,385,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,385,182
1748815169853,491,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,491,182
1748815170054,385,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,384,181
1748815170153,383,Get all products,200,OK,true,2159,194,https://api-rest-609569711189.southamerica-east1.run.app/api/products,382,176
