timeStamp,elapsed,label,responseCode,responseMessage,success,bytes,sentBytes,URL,Latency,Connect
1749360541743,3122,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/f7f8caa6-bf8b-48e4-843f-dfc7993cb0a1,3122,1
1749360541856,3054,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/df2d6f3a-3d41-4534-ae33-8899acbd4705,3054,1
1749360541950,3054,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/53ce0b37-5b91-4203-bb56-e4b78e7dbf66,3054,1
1749360542058,3056,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/de4a1865-17c2-4db2-bab4-5ad99f09b650,3056,1
1749360542142,3050,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/de4a1865-17c2-4db2-bab4-5ad99f09b650,3050,1
1749360542243,3042,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/cb74221a-1b8e-476a-a671-79f334db6278,3042,1
1749360542344,3050,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/473471d5-b06e-4a3a-a1d8-054e1a0dc01a,3050,1
1749360542444,3047,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/f7f8caa6-bf8b-48e4-843f-dfc7993cb0a1,3047,1
1749360542543,3052,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/df2d6f3a-3d41-4534-ae33-8899acbd4705,3052,1
1749360542644,3046,Get product by id,200,OK,true,235,197,http://localhost:3001/api/products/67fa0c8f-09cb-4d47-b7e2-37e4d9e2db21,3046,1
